key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-508874275,Utilization of chromium tanned leather waste in cementitious and gypsum composites for sustainable construction materials,2025,,,Discover Sustainability,26629984 (ISSN),6,1,,"Litu, M. and Ali, M.F. and Shabur, M.A. and Taimullah, M. and Arnob, F.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000682897&doi=10.1007%2Fs43621-025-01040-z&partnerID=40&md5=3409cabb2f9d9ee95eb913b814064f74,English,Springer Nature,"[""Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh"", ""Department of Mechanical Engineering, Bangladesh University of Engineering and Technology, Dhaka, 1000, Bangladesh"", ""Department of Architecture, Bangladesh University of Engineering and Technology, Dhaka, 1000, Bangladesh""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: M.A. Shabur; Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 1209, Bangladesh; email: abdusshabur@du.ac.bd | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Reutilización directa",10.1007/s43621-025-01040-z,Cement composites;Leather waste;Sustainable materials;Thermal insulation;Waste recycling;chromium;gypsum;recycling;sustainability;thermal conductivity,,
rayyan-508874276,Valorisation of metal-contaminated biomass by hydrothermal liquefaction: The case study of tannery sludge,2025,,,Fuel,00162361 (ISSN),399,,,"Di Lauro, F.D. and Balsamo, M. and Solimene, R. and Alfieri, M.L. and Manini, P. and Salatino, P. and Montagnaro, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004661921&doi=10.1016%2Fj.fuel.2025.135595&partnerID=40&md5=fdd8b94662c9ab97578f44462b4ffc22,English,Elsevier Ltd,"[""Dipartimento di Ingegneria Chimica, dei Materiali e della Produzione Industriale, Università degli Studi di Napoli Federico II, Piazzale V. Tecchio 80, Napoli, 80125, Italy"", ""Istituto di Scienze e Tecnologie per l'Energia e la Mobilità Sostenibili, Consiglio Nazionale delle Ricerche, Piazzale V. Tecchio 80, Napoli, 80125, Italy"", ""Dipartimento di Scienze Chimiche, Università degli Studi di Napoli Federico II, Complesso Universitario di Monte Sant'Angelo, Napoli, 80126, Italy""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: R. Solimene; Istituto di Scienze e Tecnologie per l'Energia e la Mobilità Sostenibili, Consiglio Nazionale delle Ricerche, Napoli, Piazzale V. Tecchio 80, 80125, Italy; email: roberto.solimene@cnr.it; CODEN: FUELA | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica",10.1016/j.fuel.2025.135595,Bio-crude;Bio-waste;Chromium-rich biomass valorisation;Hydrothermal liquefaction;Tannery sludge;Waste-to-energy;Bio-crude;Biomass valorizations;Biowastes;Case-studies;Chromium-rich biomass valorization;Hydrothermal liquefactions;Liquefaction process;Tannery sludge;Valorisation;Waste to energy;Debris,,
rayyan-508874280,Unleashing the potential of leather waste: Biogas generation and cost savings through semi-continuous anaerobic co-digestion,2024,,,Journal of Cleaner Production,09596526 (ISSN),448,,,"Farghali, M. and Andriamanohiarisoamanana, F.J. and Yoshida, G. and Shiota, K. and Ihara, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187795027&doi=10.1016%2Fj.jclepro.2024.141481&partnerID=40&md5=df74bb92c1e08bc1ee97f0a6f0f315ad,English,Elsevier Ltd,"[""Department of Agricultural Engineering and Socio-Economics, Graduate School of Agricultural Science, Kobe University, Kobe, 657-8501, Japan"", ""Department of Animal and Poultry Hygiene & Environmental Sanitation, Faculty of Veterinary Medicine, Assiut University, Assiut, 71526, Egypt"", ""Sanyo Leather Co. Ltd., Hyogo, Himeji, 670-0821, Japan""]",,"Export Date: 30 March 2026; Cited By: 7; Correspondence Address: I. Ihara; Department of Agricultural Engineering and Socio-Economics, Graduate School of Agricultural Science, Kobe, 1-1 Rokkodai, Nada, 657-8501, Japan; email: ihara@port.kobe-u.ac.jp; CODEN: JCROE | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos líquidos,Tipo de valorización: Valorización biológica",10.1016/j.jclepro.2024.141481,Anaerobic co-digestion;Biogas;Energy and cost saving;Leather sludge;Sustainable tannery scale-up;Tannery waste;Anaerobic digestion;Energy conservation;Energy utilization;Land fill;Leather;Methane;Thermal energy;Anaerobic co-digestion;Biogas production;Energy and cost savings;Leathe sludge;Leather processing;Leather wastes;Scale-up;Semi-continuous;Sustainable tannery scale-up;Tannery waste;Biogas,,
rayyan-508874282,High performance leathers finishing through zero waste and metal-free leather wastes valorization,2025,,,Scientific Reports,20452322 (ISSN),15,1,,"Cirillo, C. and Iuliano, M. and Florio, C. and Fierro, F. and Gallucci, L. and Maffei, G. and Loi, A. and Scarpa, D. and Sarno, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005796395&doi=10.1038%2Fs41598-025-03182-6&partnerID=40&md5=b4d721c9c27054392f17f376fbe4e257,English,Nature Research,"[""Department of Physics “E.R. Caianiello”, University of Salerno, Via Giovanni Paolo II, 132, SA, Fisciano,  84084, Italy"", ""Centre NANO_MATES, University of Salerno, Via Giovanni Paolo II, 132, SA, Fisciano, 84084, Italy"", ""Stazione Sperimentale per l’Industria delle Pelli e delle materie concianti - SSIP (Italian Leather Research Institute), Comprensorio Olivetti, Via Campi Flegrei, 34, NA,  Pozzuoli,  80078, Italy"", ""Conceria DMD SOLOFRA Spa, Via Celentane, 9, AV, Solofra, 83029, Italy"", ""Mario Levi Italia s.r.l., Via Arzignano, 130, VI, Chiampo, 36072, Italy""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: C. Cirillo; Department of Physics “E.R. Caianiello”, University of Salerno, Fisciano, Via Giovanni Paolo II, 132, SA,  84084, Italy; email: clcirillo@unisa.it | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Reutilización directa",10.1038/s41598-025-03182-6,Aesthetic/morphological aspect;Leather waste valorization;Mechanical properties;Nanofibers;dye;metal;nanofiber;article;color;grinding;human;pharmaceutics;powder;tannery waste;valorization;waste;waste valorization,,
rayyan-508874283,Leather shaving dust utilization in brick preparation: Solid waste management in tannery,2023,,,Construction and Building Materials,09500618 (ISSN),400,,,"Hashem, M.A. and Hasan Zahin, M.E. and Haque, M.S. and Milu, M.S. and Hasan, M.A. and Payel, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166953948&doi=10.1016%2Fj.conbuildmat.2023.132769&partnerID=40&md5=3e2130e68afa7364150d64d0cc6229d4,English,Elsevier Ltd,"Department of Leather Engineering, Khulna University of Engineering & Technology (KUET), Khulna, 9203, Bangladesh",,"Export Date: 30 March 2026; Cited By: 13; Correspondence Address: M.A. Hashem; Department of Leather Engineering, Khulna University of Engineering & Technology (KUET), Khulna, 9203, Bangladesh; email: mahashem@le.kuet.ac.bd; CODEN: CBUME | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica",10.1016/j.conbuildmat.2023.132769,Clay material;Fabrication;Shaving dust;Solid waste;Brick;Compressive strength;Drying;Leaching;Leather;Scanning electron microscopy;Solid wastes;Surface chemistry;Waste management;Water absorption;Brick production;Clay materials;Dust utilization;Leather shavings;Property;Shaving dust;Solid waste management;Splittings;Weight loss;Wet Blue leathers;Dust,,
rayyan-508874284,Research on the composite and functional characteristics of leather fiber mixed with nitrile rubber,2021,,,Journal of Leather Science and Engineering,25247859 (ISSN),3,1,,"Guo, J. and Dai, R. and Chen, H. and Liang, Y. and Shan, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124549074&doi=10.1186%2Fs42825-021-00052-5&partnerID=40&md5=9cbb999e678334dbfbb14768bdca8b57,English,Springer,"[""National Engineering Research Center of Clean Technology in Leather Industry, Sichuan University, Chengdu, 610065, China"", ""College of Biomass Science and Engineering, Sichuan University, Chengdu, 610065, China"", ""Institute for Frontier Materials, Deakin University, Geelong, 3125, VIC, Australia""]",,"Export Date: 30 March 2026; Cited By: 19; Correspondence Address: Z. Shan; National Engineering Research Center of Clean Technology in Leather Industry, Sichuan University, Chengdu, 610065, China; email: Leather512@sohu.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Reutilización directa",10.1186/s42825-021-00052-5,Leather solid waste;Mechanical performance;NBR;Stabilized leather fibers,,
rayyan-508874289,Influence of preparation techniques of cellulose II nanocrystals as reinforcement for tannery solid waste–based gelatin composite films,2023,,,Environmental Science and Pollution Research,09441344 (ISSN),30,6,14284-14303,"Muralidharan, V. and Gochhayat, S. and Palanivel, S. and Madhan, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138685268&doi=10.1007%2Fs11356-022-23058-w&partnerID=40&md5=2724c8eb33ef95787715f008210131d9,English,Springer Science and Business Media Deutschland GmbH,"[""Centre for Academic and Research Excellence (CARE), CSIR-Central Leather Research Institute, Adyar, Tamil Nadu, Chennai, 600 020, India"", ""Department of Leather Technology, A C Tech (Housed at CSIR-CLRI), Anna University, Tamil Nadu, Chennai, 600 025, India"", ""Department of Chemical Engineering, BITS-Pilani, Hyderabad Campus, Telangana, Hyderabad, 500 078, India"", ""Leather Process Technology Department, CSIR-Central Leather Research Institute, Adyar, Tamil Nadu, Chennai, 600 020, India""]",,"Export Date: 30 March 2026; Cited By: 7; Correspondence Address: B. Madhan; Department of Leather Technology, A C Tech (Housed at CSIR-CLRI), Anna University, Chennai, Tamil Nadu, 600 025, India; email: bmadhanscience@gmail.com; CODEN: ESPLE | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química",10.1007/s11356-022-23058-w,Biodegradable packaging;Cellulose II nanocrystal;Gelatin;Leather waste;Wet wipes;Cellulose;Gelatin;Nanocomposites;Nanoparticles;Solid Waste;Staphylococcus aureus;Tensile Strength;cellulose;gelatin;gelatin film;nanocomposite;nanoparticle;biodegradation;cellulose;citric acid;composite;crystallinity;hydrochloric acid;hydrogen peroxide;hydrolysis;reinforcement;chemistry;solid waste;Staphylococcus aureus;tensile strength,,
rayyan-508874290,Valorization of leather industry waste in polyurethane composites for reduced flammability,2023,,,Journal of Material Cycles and Waste Management,14384957 (ISSN),25,1,314-323,"Soyer, Ş. and Gürlek, G. and Kılıç, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140629260&doi=10.1007%2Fs10163-022-01533-3&partnerID=40&md5=3ddcd0ecd22f9cca05ecc446438023d8,English,Springer,"[""Material Science and Nanotechnology Engineering Department, Uşak University, Usak, Turkey"", ""Department of Mechanical Engineering, Ege University, Izmir, Turkey""]",,"Export Date: 30 March 2026; Cited By: 7; Correspondence Address: G. Gürlek; Department of Mechanical Engineering, Ege University, Izmir, Turkey; email: gokhan.gurlek@ege.edu.tr | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Reutilización directa",10.1007/s10163-022-01533-3,Buffing dust waste;Chrome tanned leather waste;Ignitability;Polyurethane;Waste valorization;Compressive strength;Dust;Fillers;Industrial wastes;Leather;Polyurethanes;Tanning;Thermal conductivity;Buffing dust waste;Chrome tanned leathe waste;Chrome-tanned leather;Ignitability;Industry wastes;Leather industries;Leather wastes;Polyurethane composites;Valorisation;Waste valorizations;Buffing,,
rayyan-508874291,Solvent-free biorefinery of leather fleshing waste into FAMEs and nitrogen-rich co-products,2025,,,Cleaner Engineering and Technology,26667908 (ISSN),28,,,"Deroncelé, V. and Sorolla, S. and Bacardit, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013090764&doi=10.1016%2Fj.clet.2025.101065&partnerID=40&md5=70ee04bebf62b7a7c96273e79c461b9b,English,Elsevier Ltd,"[""Mollet Institut of Technology Laboratories S.L. (MITLAB), Ronda Can Fatjó 3, Cerdanyola del Vallès, Barcelona, 08290, Spain"", ""A3 Leather Innovation Center, Escola Politècnica Superior, Departament d'Informàtica i Enginyeria Industrial, Universitat de Lleida (UdL), Lleida, Spain""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: A. Bacardit; A3 Leather Innovation Center, Escola Politècnica Superior, Departament d'Informàtica i Enginyeria Industrial, Universitat de Lleida (UdL), Lleida, Spain; email: anna.bacardit@udl.cat | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Valorización química",10.1016/j.clet.2025.101065,Alkaline transesterification;Circular bioeconomy;Leather waste;Organic fertilizer;Tricanter® centrifugation;Biodiesel;Bioeconomy;Economic analysis;Esters;Leather;Mammals;Nitrogen;Nitrogen fertilizers;Alkaline transesterification;Biorefineries;Circular bioeconomy;Coproduct;Leather wastes;Mechanical;Organic fertilizers;Solvent free;Solvent-free method;Tricanter® centrifugation;Centrifugation,,
rayyan-508874293,Recycling of chrome-tanned leather and its utilization as polymeric materials and in polymer-based composites: A review,2021,,,Polymers,20734360 (ISSN),13,3,1-23,"Parisi, M. and Nanni, A. and Colonna, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100042097&doi=10.3390%2Fpolym13030429&partnerID=40&md5=71f8706bf5a0f71997b27f730ff543f6,English,MDPI AG,"Department of Civil, Chemical, Environmental and Materials Engineering, University of Bologna, Bologna, 40131, Italy",,"Export Date: 30 March 2026; Cited By: 76; Correspondence Address: M. Parisi; Department of Civil, Chemical, Environmental and Materials Engineering, University of Bologna, Bologna, 40131, Italy; email: mariafederica.paris2@unibo.it; M. Colonna; Department of Civil, Chemical, Environmental and Materials Engineering, University of Bologna, Bologna, 40131, Italy; email: martino.colonna@unibo.it | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Reutilización directa,Tipo de valorización: Valorización química",10.3390/polym13030429,Biocomposites;Collagen;Fillers;Leather;Mechanical reinforcement;Recycling;Sustainability;Collagen;Composite materials;Macromolecules;Scrap metal reprocessing;Sustainable development;Tanning;Waste disposal;Chrome-tanned leather;Hydrolyzed collagens;Industrial communities;Macromolecular structures;Polymer based composite;Scientific literature;State of the art;Strongly connected;Leather,,
rayyan-508874295,Effective utilization of tannery hair waste to develop a high-performing re-tanning agent for cleaner leather manufacturing,2022,,,Journal of Environmental Management,03014797 (ISSN),302,,,"Ramya, K.R. and Sathish, M. and Madhan, B. and Jaisankar, S.N. and Saravanan, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118568456&doi=10.1016%2Fj.jenvman.2021.114029&partnerID=40&md5=f5c67005ddf2e15029d6206f50d52d86,English,Academic Press,"[""Centre for Academic and Research Excellence (CARE), CSIR- Central Leather Research Institute, Adyar, Chennai, 600020, Tamilnadu, India"", ""Department of Leather Technology, AC Tech, Anna University, Housed at CSIR- CLRI, Chennai, 600020, Tamilnadu, India"", ""Regional Centre for Extension and Development, CSIR−Central Leather Research Institute, Kolkata, 700046, West Bengal, India"", ""Polymer Science & Technology Division, CSIR- Central Leather Research Institute, Adyar, Chennai, 600020, Tamilnadu, India"", ""Leather Process Technology Department, CSIR- Central Leather Research Institute, Adyar, Chennai, 600020, Tamilnadu, India""]",,"Export Date: 30 March 2026; Cited By: 30; Correspondence Address: B. Madhan; Centre for Academic and Research Excellence (CARE), CSIR- Central Leather Research Institute, Chennai, 600020, India; email: madhan@clri.res.in; CODEN: JEVMA | RAYYAN-LABELS: Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química",10.1016/j.jenvman.2021.114029,"Cleaner environment;Pollution;Polymerization;Re-tanning agent;Solid waste;Animals;Biodegradation, Environmental;Hair;Hydrolysis;Sheep;Solid Waste;Tanning;Biodegradation;Formaldehyde;Hydrolysis;Particle size;Polymerization;Potash;Redox reactions;Scanning electron microscopy;Sodium hydroxide;Solid wastes;Sulfur compounds;Sustainable development;Tanning;copolymer;keratin;methacrylic acid;monomer;potassium;sodium hydroxide;sulfuric acid;Bio-based;Cleaner environment;Formaldehyde free;Freeforms;Hair waste;Leather industries;Leather manufacturing;Methacrylic acids;Re-tanning agent;Tanning agents;biodegradation;detection method;formaldehyde;hydrolysis;in situ measurement;manufacturing;performance assessment;polymer;polymerization;research work;alkaline hydrolysis;Article;controlled study;hardness;human;leather industry;liquid waste;organoleptic property;oxidation reduction reaction;particle size;polymerization;protein content;scanning electron microscopy;sheep wool;solid waste;viscosity;animal;bioremediation;hair;hydrolysis;sheep;solid waste;Leather",,
rayyan-508874296,Investigation on pyrolysis and incineration of chrome-tanned solid waste from tanneries for effective treatment and disposal: an experimental study,2020,,,Environmental Science and Pollution Research,09441344 (ISSN),27,24,29778-29790,"Velusamy, M. and Chakali, B. and Ganesan, S. and Tinwala, F. and Shanmugham Venkatachalam, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077079868&doi=10.1007%2Fs11356-019-07025-6&partnerID=40&md5=b85662c3fd81b4fc89afb48bef7119c6,English,Springer,"[""Environmental Science and Engineering Division, Central Leather Research Institute, Chennai, 600020, India"", ""Sardar Patel Renewable Energy Research Institute, Vallabh Vidyanagar, 388120, Gujarat, India""]",,"Export Date: 30 March 2026; Cited By: 54; Correspondence Address: S. Shanmugham Venkatachalam; Environmental Science and Engineering Division, Central Leather Research Institute, Chennai, 600020, India; email: srinivasansv@yahoo.com; CODEN: ESPLE | RAYYAN-LABELS: Producto: Energía,Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica",10.1007/s11356-019-07025-6,"Chrome shavings;Incineration;Leather finished trimmings;Product yields;Pyrolysis;Tanneries;Incineration;India;Pyrolysis;Solid Waste;Spectroscopy, Fourier Transform Infrared;India;biochar;chromate;chromium;experimental study;incineration;oxidation;pyrolysis;scanning electron microscopy;sodium;incineration;India;infrared spectroscopy;pyrolysis;solid waste",,
rayyan-508874302,"Potential Utilization of Solid Wastes Generated from Tannery, Garments and Jute Industries for the Production of Composite Board",2023,,,Textile and Leather Review,26236257 (ISSN),6,,98-113,"Chakma, S. and Fatama, K. and Akter, N. and Nur-E-alam, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160022540&doi=10.31881%2FTLR.2022.110&partnerID=40&md5=f762b663b9ecb61d37dce6f49b4ab21f,English,idd3,"Leather Research Institute (LRI), Bangladesh Council of Scientific and Industrial Research (BCSIR), Dhaka, 1350, Bangladesh",,"Export Date: 30 March 2026; Cited By: 4; Correspondence Address: M. Nur-E-alam; Leather Research Institute (LRI), Bangladesh Council of Scientific and Industrial Research (BCSIR), Dhaka, 1350, Bangladesh; email: nalam1980@yahoo.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Reutilización directa",10.31881/TLR.2022.110,composite board;environmental pollution;physical properties;solid waste;Composting;Cotton;Dust;Fourier transform infrared spectroscopy;Hardness;Industrial research;Jute fibers;Leather;Scanning electron microscopy;Tensile strength;Thermogravimetric analysis;Waste incineration;Waste treatment;Water absorption;Composite boards;Environmental pollutions;Environmental threats;Leather shavings;Performance;Reuse;Solid waste management;Tannery solid wastes;Tanning process;Waste products;Solid wastes,,
rayyan-508874304,High-value conversion of leather waste: An enhanced protein-based retarder for gypsum construction,2026,,,Journal of Building Engineering,23527102 (ISSN),118,,,"Ding, X. and Su, K. and Li, Y. and Yan, Y. and Chen, H. and Hu, Z. and Yi, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025589955&doi=10.1016%2Fj.jobe.2025.115085&partnerID=40&md5=86112a292e6bef8df79189b9aa008b8d,English,Elsevier Ltd,"[""School of Environmental and Nature Resources, Zhejiang University of Science and Technology, Hangzhou, 310023, China"", ""College of Material & Textile Engineering, Jiaxing University, Jiaxing, 314001, China""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: Y. Yi; College of Material & Textile Engineering, Jiaxing University, Jiaxing, 314001, China; email: yiyudan@zjxu.edu.cn | RAYYAN-LABELS: Producto: Biomoléculas,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.1016/j.jobe.2025.115085,Calcium-peptide chelation;Gypsum retarder;Hydration process;Leather waste;Retardation mechanism;Calcium;Calcium compounds;Chelation;Citric acid;Ethylene;Ethylene glycol;Gypsum;Hydration;Leather;Peptides;Waste management;Waste utilization;Calcium-peptide chelation;Citric acid modifications;Dihydrates;Effective management;Gypsum retarder;Hydration process;Leather scraps;Leather wastes;Retardation Mechanisms;Value conversions;Construction,,
rayyan-508874308,Upcycling chrome-tanned leather waste into electrode materials for supercapacitors and high-voltage Li-ion batteries,2026,,,Journal of Energy Storage,2352152X (ISSN),150,,,"Joseph, N. and Sáha, T. and Micusik, M. and Sáha, P. and Fei, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027284983&doi=10.1016%2Fj.est.2026.120397&partnerID=40&md5=e09023c6f44266316a7682d7ba4b6ac5,English,Elsevier Ltd,"[""Centre of Polymer Systems, Tomas Bata University in Zlin, Zlin, 760 01, Czech Republic"", ""Footwear Research Centre, Tomas Bata University in Zlin, Zlin, 760 01, Czech Republic"", ""Polymer Institute, Slovak Academy of Sciences, Dúbravská cesta 9, Bratislava, 845 41, Slovakia""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: H. Fei; Centre of Polymer Systems, Tomas Bata University in Zlin, Zlin, 760 01, Czech Republic; email: haojie@utb.cz | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización térmica",10.1016/j.est.2026.120397,Activated carbon;Chromium-tanned leather;Li-ion battery;LiMnCrO<sub>4</sub>;Physical separation;Supercapacitor;Cathodes;Chlorine compounds;Chromium;Chromium compounds;Electrochemical electrodes;Electrolytic capacitors;Electronic Waste;Extraction;Leather;Lithium compounds;Phase separation;Potassium hydroxide;Tanning;Waste disposal;Water pollution;Chrome-tanned leather;Chromium tanned leather;Disposal methods;Electrode material;Environmental pollutions;High-voltages;Ion batteries;Leather wastes;Physical separation;Soil and water;Activated carbon;Lithium-ion batteries;Supercapacitor,,
rayyan-508874310,Recovery of Industrially Useful Hair and Fat from Enzymatic Unhairing of Goatskins during Leather Processing,2022,,,Journal of the American Leather Chemists Association,00029726 (ISSN),117,6,241-250,"Nyakundi, J.O. and Ombui, J.N. and Wanyonyi, W.C. and Mulaa, F.J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137270655&doi=10.34314%2Fjalca.v117i6.4965&partnerID=40&md5=409bebf2aec2500ebcdf43996d249479,English,American Leather Chemists Association,"[""Leather Research Laboratory, University of Cincinnati, 5997 Center Hill Avenue Bldg. C, Cincinnati, 45224, OH, United States"", ""Department of Public Health Pharmacology and Toxicology, Faculty of Veterinary Medicine, University of Nairobi, P.O. Box 30197, Nairobi, 00100, Kenya"", ""Department of Physical Sciences, School of Science and Technology, University of Kabianga, P. O. Box 2030, Kericho, 20200, Kenya"", ""Department of Biochemistry, College of Health Sciences, University of Nairobi, P.O. Box 30197, Nairobi, 00100, Kenya""]",,"Export Date: 30 March 2026; Cited By: 2; Correspondence Address: J.O. Nyakundi; Leather Research Laboratory, University of Cincinnati, Cincinnati, 5997 Center Hill Avenue Bldg. C, 45224, United States; email: ondarijay@gmail.com; J.N. Ombui; Department of Public Health Pharmacology and Toxicology, Faculty of Veterinary Medicine, University of Nairobi, Nairobi, P.O. Box 30197, 00100, Kenya; email: nyakunjo@ucmail.uc.edu; CODEN: JALCA | RAYYAN-LABELS: Producto: Energía,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Reutilización directa,Tipo de valorización: Valorización biológica",10.34314/jalca.v117i6.4965,Bacillus cereus;Bacteriology;Fatty acids;Fertilizers;Gas chromatography;International trade;Leather;Lime;Mass spectrometry;Quality control;Sulfur compounds;Global economic growth;Globalisation;Job creation;Leather processing;Length density;Length uniformities;Meat industry;Overall quality;Property;Social needs;Recovery,,
rayyan-508874311,Enzyme-accelerated acid hydrolysis of untanned proteinaceous wastes from tanning industry,2020,,,Textile and Leather Review,26236257 (ISSN),3,4,213-225,"NUR-E-ALAM, M. and AKTER, N. and FATEMA, K. and AZAD, M.A.K. and CHAKMA, S. and KHAN, M.A.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115926484&doi=10.31881%2FTLR.2020.13&partnerID=40&md5=9df65a886e87bac1e6eb986428f3ab1a,English,Seniko studio Ltd,"[""Leather Research Institute, Bangladesh Council of Scientific and Industrial Research (BCSIR), Dhaka, Savar, 1350, Bangladesh"", ""Delhi Technological University, Delhi, 110042, India"", ""Institute of Mining, Mineralogy and Metallugy, BCSIR, Joypurhat, Bangladesh""]",,"Export Date: 30 March 2026; Cited By: 0 | RAYYAN-LABELS: Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización biológica",10.31881/TLR.2020.13,Acid hydrolysis;Raw trimmings;Untanned proteinaceous solid wastes;Leather;Solid wastes;Tanning;Trimming;Acid concentrations;Acid hydrolysis;Acid solutions;Protein hydrolysate;Tanning industry;Enzymatic hydrolysis,,
rayyan-508874312,Zero waste discharge in tannery industries – An achievable reality? A recent review,2023,,,Journal of Environmental Management,03014797 (ISSN),335,,,"Saira, G.C. and Shanthakumar, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148537625&doi=10.1016%2Fj.jenvman.2023.117508&partnerID=40&md5=278f63089e49639009231cc6bcde82d9,English,Academic Press,"[""Department of Environmental and Water Resources Engineering, School of Civil Engineering, Vellore Institute of Technology (VIT), Vellore, 632014, India"", ""Centre for Clean Environment, Vellore Institute of Technology (VIT), Vellore, 632014, India""]",,"Export Date: 30 March 2026; Cited By: 44; Correspondence Address: S. Shanthakumar; Centre for Clean Environment, Vellore Institute of Technology (VIT), Vellore, 632014, India; email: shanthakumar.s@vit.ac.in; CODEN: JEVMA | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Reutilización directa,Tipo de valorización: Aplicaciones ambientales",10.1016/j.jenvman.2023.117508,Circular economy;Effluent;Leather industry;Sludge;Solid waste;Waste management;Ecosystem;Industrial Waste;Industry;Solid Waste;Waste Management;Industrial economics;Land fill;Leather;Solid wastes;Circular economy;Industrial waste management;Leather industries;Meat products;Sludge;Tannery industry;Waste discharges;Waste dumping;Waste valorizations;Zero waste;economic conditions;effluent;industrial waste;landfill;sludge;solid waste;toxicity;waste management;Antiquity;attention;dumping;economic aspect;ecosystem;effluent;food chain;hazardous waste;industrial waste;landfill;meat substitute;review;slaughterhouse;solid waste;solid waste management;tannery waste;waste management;waste valorization;ecosystem;industry;procedures;solid waste;Effluents,,
