title,doi,labels
"Enhanced co-pyrolysis of textile and leather waste with Ca/Fe-enriched sludge ash: Catalytic effect on thermal behavior, volatile composition, and biochar formation",10.1016/j.fuel.2024.132272,Producto: Materiale
"Enhanced co-pyrolysis of textile and leather waste with Ca/Fe-enriched sludge ash: Catalytic effect on thermal behavior, volatile composition, and biochar formation",10.1016/j.fuel.2024.132272,Residuos: Residuos sólidos
"Enhanced co-pyrolysis of textile and leather waste with Ca/Fe-enriched sludge ash: Catalytic effect on thermal behavior, volatile composition, and biochar formation",10.1016/j.fuel.2024.132272,Tipo de valorización: Valorización térmica
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Producto: Energía
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Producto: Materiale
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Residuos: Residuos sólidos
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Residuos: Residuos sin cromo
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Tipo de valorización: Valorización térmica
From biocollagenic waste to efficient biogas purification: Applying circular economy in the leather industry,10.1016/j.eti.2020.101229,Tipo de valorización: Aplicaciones ambientales
Efficient conversion of leather tanning waste to biodiesel using crab shell-based catalyst: WASTE-TO-ENERGY approach,10.1016/j.biombioe.2021.106155,Producto: Energía
Efficient conversion of leather tanning waste to biodiesel using crab shell-based catalyst: WASTE-TO-ENERGY approach,10.1016/j.biombioe.2021.106155,Residuos: Residuos sólidos
Efficient conversion of leather tanning waste to biodiesel using crab shell-based catalyst: WASTE-TO-ENERGY approach,10.1016/j.biombioe.2021.106155,Tipo de valorización: Valorización química
DESIGN AND DEVELOPMENT OF HANDICRAFTS BASED ON WASTE VEGETABLE-TANNED LEATHER MATERIALS,10.24264/lfj.25.2.3,Producto: Materiale
DESIGN AND DEVELOPMENT OF HANDICRAFTS BASED ON WASTE VEGETABLE-TANNED LEATHER MATERIALS,10.24264/lfj.25.2.3,Residuos: Residuos sólidos
DESIGN AND DEVELOPMENT OF HANDICRAFTS BASED ON WASTE VEGETABLE-TANNED LEATHER MATERIALS,10.24264/lfj.25.2.3,Residuos: Residuos sin cromo
DESIGN AND DEVELOPMENT OF HANDICRAFTS BASED ON WASTE VEGETABLE-TANNED LEATHER MATERIALS,10.24264/lfj.25.2.3,Tipo de valorización: Reutilización directa
Valorisation of leather buffing dust as corrosion inhibitor for mild steel in H2SO4 acid,10.1016/j.biteb.2024.101918,Producto: Materiale
Valorisation of leather buffing dust as corrosion inhibitor for mild steel in H2SO4 acid,10.1016/j.biteb.2024.101918,Residuos: Residuos sólidos
Valorisation of leather buffing dust as corrosion inhibitor for mild steel in H2SO4 acid,10.1016/j.biteb.2024.101918,Tipo de valorización: Valorización química
Assessment of biogas production using chrome-tanned leather waste and its kinetic evaluation: Influence of different pre-treatment methods and co-digestion with food waste,10.1007/s13399-024-06257-y,Producto: Energía
Assessment of biogas production using chrome-tanned leather waste and its kinetic evaluation: Influence of different pre-treatment methods and co-digestion with food waste,10.1007/s13399-024-06257-y,Residuos: Residuos sólidos
Assessment of biogas production using chrome-tanned leather waste and its kinetic evaluation: Influence of different pre-treatment methods and co-digestion with food waste,10.1007/s13399-024-06257-y,Residuos: Residuos con cromo
Assessment of biogas production using chrome-tanned leather waste and its kinetic evaluation: Influence of different pre-treatment methods and co-digestion with food waste,10.1007/s13399-024-06257-y,Tipo de valorización: Valorización biológica
Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,10.13074/jent.2025.03.2511238,Producto: Energía
Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,10.13074/jent.2025.03.2511238,Producto: Materiale
Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,10.13074/jent.2025.03.2511238,Residuos: Residuos sólidos
Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,10.13074/jent.2025.03.2511238,Residuos: Residuos con cromo
Innovative Utilization of Wet Blue Leather Waste to Nitrogen-doped Activated Carbon for High-performance Supercapacitors,10.13074/jent.2025.03.2511238,Tipo de valorización: Valorización térmica
Revolutionary approach to risk assessment utilization of oxidized agricultural waste as inexpensive adsorbents in tannery effluent: a kinetic investigation,10.1007/s10661-025-14340-8,Producto: Materiale
Revolutionary approach to risk assessment utilization of oxidized agricultural waste as inexpensive adsorbents in tannery effluent: a kinetic investigation,10.1007/s10661-025-14340-8,Residuos: Residuos líquidos
Revolutionary approach to risk assessment utilization of oxidized agricultural waste as inexpensive adsorbents in tannery effluent: a kinetic investigation,10.1007/s10661-025-14340-8,Tipo de valorización: Valorización química
Revolutionary approach to risk assessment utilization of oxidized agricultural waste as inexpensive adsorbents in tannery effluent: a kinetic investigation,10.1007/s10661-025-14340-8,Tipo de valorización: Aplicaciones ambientales
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Producto: Energía
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Producto: Materiale
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Producto: Biomoléculas
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Residuos: Residuos sólidos
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Residuos: Residuos con cromo
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Residuos: Residuos líquidos
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Residuos: Residuos sin cromo
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Tipo de valorización: Valorización química
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Tipo de valorización: Valorización térmica
RECENT DEVELOPMENTS IN ENVIRONMENT-FRIENDLY METHODS FOR VALUING LEATHER WASTE AS A MEANS OF PROMOTING THE CIRCULAR ECONOMY: A COMPREHENSIVE REVIEW,10.24264/lfj.24.1.5,Tipo de valorización: Valorización biológica
Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,10.31881/TLR.2023.008,Producto: Materiale
Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,10.31881/TLR.2023.008,Producto: Biomoléculas
Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,10.31881/TLR.2023.008,Residuos: Residuos sólidos
Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,10.31881/TLR.2023.008,Residuos: Residuos sin cromo
Utilization of Tannery Flesh Waste for Production of Sustainable Leather Coating Substance,10.31881/TLR.2023.008,Tipo de valorización: Valorización química
The Use of Collagen Hydrolysate from Chromium Waste in the Optimization of Leather Retanning,10.3390/su17177912,Producto: Materiale
The Use of Collagen Hydrolysate from Chromium Waste in the Optimization of Leather Retanning,10.3390/su17177912,Residuos: Residuos con cromo
The Use of Collagen Hydrolysate from Chromium Waste in the Optimization of Leather Retanning,10.3390/su17177912,Tipo de valorización: Valorización química
Fabrication of Novel Polymer Composites from Leather Waste Fibers and Recycled Poly(Ethylene-Vinyl-Acetate) for Value-Added Products,10.3390/su15054333,Producto: Materiale
Fabrication of Novel Polymer Composites from Leather Waste Fibers and Recycled Poly(Ethylene-Vinyl-Acetate) for Value-Added Products,10.3390/su15054333,Residuos: Residuos sólidos
Fabrication of Novel Polymer Composites from Leather Waste Fibers and Recycled Poly(Ethylene-Vinyl-Acetate) for Value-Added Products,10.3390/su15054333,Tipo de valorización: Reutilización directa
Enhancement of Mechanical and Thermal Insulation Properties of Polyvinyl Chloride Foam Using Leather Shavings,,Producto: Materiale
Enhancement of Mechanical and Thermal Insulation Properties of Polyvinyl Chloride Foam Using Leather Shavings,,Residuos: Residuos sólidos
Enhancement of Mechanical and Thermal Insulation Properties of Polyvinyl Chloride Foam Using Leather Shavings,,Tipo de valorización: Valorización química
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Producto: Energía
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Residuos: Residuos sólidos
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Residuos: Residuos con cromo
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Residuos: Residuos sin cromo
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Tipo de valorización: Valorización térmica
LEATHER WASTE TO ENERGY: ENVIRONMENTAL BENEFITS. A REVIEW,10.23939/chcht19.01.131,Tipo de valorización: Valorización biológica
Purification and biochemical characterization of two novel extracellular keratinases with feather-degradation and hide-dehairing potential,10.1016/j.procbio.2021.04.009,Producto: Biomoléculas
Purification and biochemical characterization of two novel extracellular keratinases with feather-degradation and hide-dehairing potential,10.1016/j.procbio.2021.04.009,Residuos: Residuos sólidos
Purification and biochemical characterization of two novel extracellular keratinases with feather-degradation and hide-dehairing potential,10.1016/j.procbio.2021.04.009,Tipo de valorización: Valorización biológica
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Producto: Materiale
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Producto: Biomoléculas
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Residuos: Residuos sólidos
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Residuos: Residuos con cromo
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Tipo de valorización: Valorización química
Hydrolysis of used leather and application of hydrolysates,10.3176/proc.2024.1.07,Tipo de valorización: Valorización biológica
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Producto: Materiale
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Residuos: Residuos sólidos
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Residuos: Residuos sin cromo
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Producto: Productos agrícolas
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Tipo de valorización: Valorización térmica
Valorization potential of dried tannery fleshing wastes (TFW) through pyrolysis in the leather industry: Kinetic and thermodynamic investigations,10.1016/j.scp.2023.101130,Tipo de valorización: Aplicaciones ambientales
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Residuos: Residuos sólidos
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Residuos: Residuos con cromo
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Residuos: Residuos sin cromo
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Producto: Productos agrícolas
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Tipo de valorización: Valorización química
Review of Soil Quality Improvement Using Biopolymers from Leather Waste,10.3390/polym14091928,Tipo de valorización: Valorización biológica
Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,10.1016/j.cej.2023.143547,Producto: Materiale
Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,10.1016/j.cej.2023.143547,Residuos: Residuos sólidos
Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,10.1016/j.cej.2023.143547,Residuos: Residuos con cromo
Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,10.1016/j.cej.2023.143547,Tipo de valorización: Valorización térmica
Valorization of hazardous chrome tanned leather buffing waste for the production of Cr2O3/carbon/TiO2 composite semiconductors with the removal of chlorophenol from its wastewater,10.1016/j.cej.2023.143547,Tipo de valorización: Aplicaciones ambientales
Utilization of waste capiz shell - Based catalyst for the conversion of leather tanning waste into biodiesel,10.1016/j.jece.2020.104012,Producto: Energía
Utilization of waste capiz shell - Based catalyst for the conversion of leather tanning waste into biodiesel,10.1016/j.jece.2020.104012,Residuos: Residuos sólidos
Utilization of waste capiz shell - Based catalyst for the conversion of leather tanning waste into biodiesel,10.1016/j.jece.2020.104012,Tipo de valorización: Valorización química
Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,10.1016/j.chemosphere.2022.136533,Producto: Materiale
Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,10.1016/j.chemosphere.2022.136533,Residuos: Residuos sólidos
Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,10.1016/j.chemosphere.2022.136533,Residuos: Residuos líquidos
Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,10.1016/j.chemosphere.2022.136533,Residuos: Residuos sin cromo
Valorization of tannery solid wastes for sustainable enzyme induced carbonate precipitation process,10.1016/j.chemosphere.2022.136533,Tipo de valorización: Valorización biológica
Extraction and utilization of biodiesel from tannery fleshing waste in a diesel engine equipped with common rail direct injection system for cleaner emission,10.1080/15567036.2021.1900455,Producto: Energía
Extraction and utilization of biodiesel from tannery fleshing waste in a diesel engine equipped with common rail direct injection system for cleaner emission,10.1080/15567036.2021.1900455,Residuos: Residuos sólidos
Extraction and utilization of biodiesel from tannery fleshing waste in a diesel engine equipped with common rail direct injection system for cleaner emission,10.1080/15567036.2021.1900455,Residuos: Residuos sin cromo
Extraction and utilization of biodiesel from tannery fleshing waste in a diesel engine equipped with common rail direct injection system for cleaner emission,10.1080/15567036.2021.1900455,Tipo de valorización: Valorización química
A one-pot synthesis of biodiesel from leather tanning waste using supercritical ethanol: Process optimization,10.1016/j.biombioe.2020.105761,Producto: Energía
A one-pot synthesis of biodiesel from leather tanning waste using supercritical ethanol: Process optimization,10.1016/j.biombioe.2020.105761,Residuos: Residuos sólidos
A one-pot synthesis of biodiesel from leather tanning waste using supercritical ethanol: Process optimization,10.1016/j.biombioe.2020.105761,Tipo de valorización: Valorización química
"Absorption-Dominant, Low-Reflection Multifunctional Electromagnetic Shielding Material Derived from Hydrolysate of Waste Leather Scraps",10.1021/acsami.2c10787,Producto: Materiale
"Absorption-Dominant, Low-Reflection Multifunctional Electromagnetic Shielding Material Derived from Hydrolysate of Waste Leather Scraps",10.1021/acsami.2c10787,Residuos: Residuos sólidos
"Absorption-Dominant, Low-Reflection Multifunctional Electromagnetic Shielding Material Derived from Hydrolysate of Waste Leather Scraps",10.1021/acsami.2c10787,Tipo de valorización: Valorización química
"Absorption-Dominant, Low-Reflection Multifunctional Electromagnetic Shielding Material Derived from Hydrolysate of Waste Leather Scraps",10.1021/acsami.2c10787,Tipo de valorización: Valorización térmica
Utilization of waste leather for efficient removal of Ca2+and Mg2+in lithium carbonate production via nano-structural adsorption,10.1039/d5na00748h,Producto: Materiale
Utilization of waste leather for efficient removal of Ca2+and Mg2+in lithium carbonate production via nano-structural adsorption,10.1039/d5na00748h,Residuos: Residuos sólidos
Utilization of waste leather for efficient removal of Ca2+and Mg2+in lithium carbonate production via nano-structural adsorption,10.1039/d5na00748h,Tipo de valorización: Reutilización directa
Utilization of waste leather for efficient removal of Ca2+and Mg2+in lithium carbonate production via nano-structural adsorption,10.1039/d5na00748h,Tipo de valorización: Aplicaciones ambientales
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Producto: Energía
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Producto: Materiale
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Residuos: Residuos sólidos
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Residuos: Residuos con cromo
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Tipo de valorización: Valorización química
Treatment and utilization of chromium-tanned leather waste for energy materials as an alternative approach to current energy technologies: a review,10.1016/j.mtsust.2025.101266,Tipo de valorización: Valorización térmica
Characterization and performance analysis of leather trimming waste incorporated graphene-based composite (UPR-GO-LTW) for the removal of dye from aquatic media: A waste valorization approach,10.1016/j.clwas.2025.100459,Producto: Materiale
Characterization and performance analysis of leather trimming waste incorporated graphene-based composite (UPR-GO-LTW) for the removal of dye from aquatic media: A waste valorization approach,10.1016/j.clwas.2025.100459,Residuos: Residuos sólidos
Characterization and performance analysis of leather trimming waste incorporated graphene-based composite (UPR-GO-LTW) for the removal of dye from aquatic media: A waste valorization approach,10.1016/j.clwas.2025.100459,Tipo de valorización: Aplicaciones ambientales
Performance evaluation on the chemical looping combustion of the chromium-containing leather waste and the fate of chromium using thermodynamic analysis,10.1016/j.energy.2024.133810,Producto: Energía
Performance evaluation on the chemical looping combustion of the chromium-containing leather waste and the fate of chromium using thermodynamic analysis,10.1016/j.energy.2024.133810,Residuos: Residuos con cromo
Performance evaluation on the chemical looping combustion of the chromium-containing leather waste and the fate of chromium using thermodynamic analysis,10.1016/j.energy.2024.133810,Tipo de valorización: Valorización térmica
Construction of waste-collagen modified superfine fiber substrates based on “click” chemistry: Moisture absorption and permeability,10.1002/app.51440,Producto: Materiale
Construction of waste-collagen modified superfine fiber substrates based on “click” chemistry: Moisture absorption and permeability,10.1002/app.51440,Residuos: Residuos sin cromo
Construction of waste-collagen modified superfine fiber substrates based on “click” chemistry: Moisture absorption and permeability,10.1002/app.51440,Tipo de valorización: Valorización química
Sustainable utilization of finished leather wastes: A novel collagen hydrolysate-based gypsum additive with high-retarding performance,10.1016/j.psep.2023.02.040,Producto: Biomoléculas
Sustainable utilization of finished leather wastes: A novel collagen hydrolysate-based gypsum additive with high-retarding performance,10.1016/j.psep.2023.02.040,Residuos: Residuos sólidos
Sustainable utilization of finished leather wastes: A novel collagen hydrolysate-based gypsum additive with high-retarding performance,10.1016/j.psep.2023.02.040,Tipo de valorización: Valorización química
Preparation and mechanical properties of collagen-based fibers employing metal-polyphenol networks,10.13475/j.fzxb.20241004301,Producto: Materiale
Preparation and mechanical properties of collagen-based fibers employing metal-polyphenol networks,10.13475/j.fzxb.20241004301,Residuos: Residuos sólidos
Preparation and mechanical properties of collagen-based fibers employing metal-polyphenol networks,10.13475/j.fzxb.20241004301,Residuos: Residuos sin cromo
Preparation and mechanical properties of collagen-based fibers employing metal-polyphenol networks,10.13475/j.fzxb.20241004301,Tipo de valorización: Valorización química
A circular economy approach for utilization of tannery fleshing hydrolysate and kitchen wastes into organic fertilizer through enzymatic decomposition,10.1016/j.bej.2024.109519,Residuos: Residuos sólidos
A circular economy approach for utilization of tannery fleshing hydrolysate and kitchen wastes into organic fertilizer through enzymatic decomposition,10.1016/j.bej.2024.109519,Residuos: Residuos con cromo
A circular economy approach for utilization of tannery fleshing hydrolysate and kitchen wastes into organic fertilizer through enzymatic decomposition,10.1016/j.bej.2024.109519,Producto: Productos agrícolas
A circular economy approach for utilization of tannery fleshing hydrolysate and kitchen wastes into organic fertilizer through enzymatic decomposition,10.1016/j.bej.2024.109519,Tipo de valorización: Valorización biológica
3D-printable circular composites as sustainable leather alternative for the valorization of tanneries' solid waste,10.1016/j.apmt.2025.102776,Producto: Materiale
3D-printable circular composites as sustainable leather alternative for the valorization of tanneries' solid waste,10.1016/j.apmt.2025.102776,Residuos: Residuos sólidos
3D-printable circular composites as sustainable leather alternative for the valorization of tanneries' solid waste,10.1016/j.apmt.2025.102776,Residuos: Residuos con cromo
3D-printable circular composites as sustainable leather alternative for the valorization of tanneries' solid waste,10.1016/j.apmt.2025.102776,Tipo de valorización: Valorización química
Adsorption of Cr(VI) by wet blue leather: Sustainable solution for leather industry effluents,10.1016/j.jwpe.2024.106807,Producto: Materiale
Adsorption of Cr(VI) by wet blue leather: Sustainable solution for leather industry effluents,10.1016/j.jwpe.2024.106807,Residuos: Residuos sólidos
Adsorption of Cr(VI) by wet blue leather: Sustainable solution for leather industry effluents,10.1016/j.jwpe.2024.106807,Residuos: Residuos con cromo
Adsorption of Cr(VI) by wet blue leather: Sustainable solution for leather industry effluents,10.1016/j.jwpe.2024.106807,Tipo de valorización: Aplicaciones ambientales
Tannery waste-derived biochar as a carrier of micronutrients essential to plants,10.1016/j.chemosphere.2022.133720,Residuos: Residuos sólidos
Tannery waste-derived biochar as a carrier of micronutrients essential to plants,10.1016/j.chemosphere.2022.133720,Residuos: Residuos con cromo
Tannery waste-derived biochar as a carrier of micronutrients essential to plants,10.1016/j.chemosphere.2022.133720,Producto: Productos agrícolas
Tannery waste-derived biochar as a carrier of micronutrients essential to plants,10.1016/j.chemosphere.2022.133720,Tipo de valorización: Valorización térmica
"Effect of particle size of leather wastes on the processing, vulcanization, and physico-mechanical properties of natural rubber/leather wastes composites",10.1177/00219983211047691,Producto: Materiale
"Effect of particle size of leather wastes on the processing, vulcanization, and physico-mechanical properties of natural rubber/leather wastes composites",10.1177/00219983211047691,Residuos: Residuos sólidos
"Effect of particle size of leather wastes on the processing, vulcanization, and physico-mechanical properties of natural rubber/leather wastes composites",10.1177/00219983211047691,Tipo de valorización: Reutilización directa
Solid waste-derived biodegradable keratin sponges for removal of chromium: A circular approach for waste management in leather industry,10.1016/j.eti.2020.101120,Producto: Materiale
Solid waste-derived biodegradable keratin sponges for removal of chromium: A circular approach for waste management in leather industry,10.1016/j.eti.2020.101120,Residuos: Residuos sólidos
Solid waste-derived biodegradable keratin sponges for removal of chromium: A circular approach for waste management in leather industry,10.1016/j.eti.2020.101120,Residuos: Residuos con cromo
Solid waste-derived biodegradable keratin sponges for removal of chromium: A circular approach for waste management in leather industry,10.1016/j.eti.2020.101120,Tipo de valorización: Aplicaciones ambientales
An advanced multifunctional leather derived from discarded leather scraps toward personal thermal management and health protection,10.1016/j.polymer.2025.128265,Producto: Materiale
An advanced multifunctional leather derived from discarded leather scraps toward personal thermal management and health protection,10.1016/j.polymer.2025.128265,Residuos: Residuos sólidos
An advanced multifunctional leather derived from discarded leather scraps toward personal thermal management and health protection,10.1016/j.polymer.2025.128265,Tipo de valorización: Reutilización directa
Recycling leather buffing dust into activated carbon for efficient turbidity removal from tannery wastewater,10.1016/j.nxmate.2025.101022,Producto: Materiale
Recycling leather buffing dust into activated carbon for efficient turbidity removal from tannery wastewater,10.1016/j.nxmate.2025.101022,Residuos: Residuos sólidos
Recycling leather buffing dust into activated carbon for efficient turbidity removal from tannery wastewater,10.1016/j.nxmate.2025.101022,Residuos: Residuos con cromo
Recycling leather buffing dust into activated carbon for efficient turbidity removal from tannery wastewater,10.1016/j.nxmate.2025.101022,Tipo de valorización: Valorización térmica
Recycling leather buffing dust into activated carbon for efficient turbidity removal from tannery wastewater,10.1016/j.nxmate.2025.101022,Tipo de valorización: Aplicaciones ambientales
Analysis of the Influence of the Grinding Method of Chromium Leather Shavings on the Mechanical Properties of Composite Leather/Latex Materials,,Producto: Materiale
Analysis of the Influence of the Grinding Method of Chromium Leather Shavings on the Mechanical Properties of Composite Leather/Latex Materials,,Residuos: Residuos sólidos
Analysis of the Influence of the Grinding Method of Chromium Leather Shavings on the Mechanical Properties of Composite Leather/Latex Materials,,Residuos: Residuos con cromo
Analysis of the Influence of the Grinding Method of Chromium Leather Shavings on the Mechanical Properties of Composite Leather/Latex Materials,,Tipo de valorización: Reutilización directa
Experimental Study on Chrome Tanned Leather Shavings Modification—Properties and Prospective for Future Application,10.3390/pr12010228,Producto: Materiale
Experimental Study on Chrome Tanned Leather Shavings Modification—Properties and Prospective for Future Application,10.3390/pr12010228,Residuos: Residuos sólidos
Experimental Study on Chrome Tanned Leather Shavings Modification—Properties and Prospective for Future Application,10.3390/pr12010228,Residuos: Residuos con cromo
Experimental Study on Chrome Tanned Leather Shavings Modification—Properties and Prospective for Future Application,10.3390/pr12010228,Tipo de valorización: Valorización química
Biotransformation of bovine tannery fleshing into utilizable product with multifunctionalities,10.1080/10242422.2020.1786071,Residuos: Residuos sólidos
Biotransformation of bovine tannery fleshing into utilizable product with multifunctionalities,10.1080/10242422.2020.1786071,Residuos: Residuos sin cromo
Biotransformation of bovine tannery fleshing into utilizable product with multifunctionalities,10.1080/10242422.2020.1786071,Producto: Productos agrícolas
Biotransformation of bovine tannery fleshing into utilizable product with multifunctionalities,10.1080/10242422.2020.1786071,Tipo de valorización: Valorización biológica
Activated Carbon from Wet Blue Leather Waste for Dye Removal,10.3390/pr14020281,Producto: Materiale
Activated Carbon from Wet Blue Leather Waste for Dye Removal,10.3390/pr14020281,Residuos: Residuos sólidos
Activated Carbon from Wet Blue Leather Waste for Dye Removal,10.3390/pr14020281,Residuos: Residuos con cromo
Activated Carbon from Wet Blue Leather Waste for Dye Removal,10.3390/pr14020281,Tipo de valorización: Valorización térmica
Activated Carbon from Wet Blue Leather Waste for Dye Removal,10.3390/pr14020281,Tipo de valorización: Aplicaciones ambientales
A novel strategy of tannery sludge disposal – converting into biochar and reusing for Cr(VI) removal from tannery wastewater,10.1016/j.jes.2023.04.014,Producto: Materiale
A novel strategy of tannery sludge disposal – converting into biochar and reusing for Cr(VI) removal from tannery wastewater,10.1016/j.jes.2023.04.014,Residuos: Residuos sólidos
A novel strategy of tannery sludge disposal – converting into biochar and reusing for Cr(VI) removal from tannery wastewater,10.1016/j.jes.2023.04.014,Residuos: Residuos con cromo
A novel strategy of tannery sludge disposal – converting into biochar and reusing for Cr(VI) removal from tannery wastewater,10.1016/j.jes.2023.04.014,Tipo de valorización: Valorización térmica
